# Força en funció del quadrat de la intensitat
# F			u(F)						1/r	u(1/r)	
0.000206	0.0000152192	100	10
0.0002028	0.0000149921	111.1111	12.345679
0.0002092	0.0000154465	125	15.625
0.00028	0.0000204753	142.85714	20.408163
0.0004152	0.0000301547	166.66667	27.777777
0.0005986	0.0000433501	200	4
